GlobSig	Background	Visual_IC67	Attentional_IC34	Attentional_IC71	Default-Mode_IC25	Default-Mode_IC53	Frontal_IC20	Attentional_IC52	Attentional_IC60	Attentional_IC72	Default-Mode_IC50	Default-Mode_IC68	Frontal_IC47	Frontal_IC49	Visual_IC39	Attentional_IC55	Frontal_IC42	Sensorimotor_IC23	Sensorimotor_IC24	Sensorimotor_IC29	Sensorimotor_IC7	Auditory_IC17	Basal Ganglia_IC21	Sensorimotor_IC38	Sensorimotor_IC56	Visual_IC46	Visual_IC48	Visual_IC59	Visual_IC64
0.6211443995706376	1.3941156862828894	-0.8538877755343375	0.5926174812064373	1.4623601048437977	2.6289480441737396	0.18174529733629757	0.5329008372796578	0.7212705529474112	0.6985495817374651	2.429289301404164	0.47192456984445647	-0.13476658100107253	0.3410065933232423	0.4413787907105056	0.6299743191013248	1.1807870011164472	0.13040232881030533	-0.6215622802127093	0.05213263708156594	-1.1952657895162702	0.2801436743937927	1.0538113675716827	-0.5302111119436588	-0.036184870632120364	0.8131393331289292	1.0737693896343226	1.3879702800493543	0.8720902223663367	0.0
1.1045117966660472	1.565336357320815	-1.6961079352699735	1.0092528580236222	1.7921297842480224	3.6549065669410403	0.313906943501988	1.4450930306572736	0.3448469851379624	1.6480852206059071	4.021450010893334	0.32848660521541095	0.12237095744427988	0.44819598528517396	1.4116582955625636	0.4416643073429693	1.9965982655179095	0.8906583038090806	-0.27851126429567574	0.9792314811410874	-1.611708877855738	0.4552182493031484	1.7970471412830273	0.047538788674125775	0.728827930419144	3.3454408034293546	3.2024438858272566	2.3791554440409146	1.7327617847022496	0.0
1.1420646065357114	0.5346523241486777	-2.08000824373487	1.124460500084492	1.624941103970802	2.8388001885160037	0.64743915181468	1.3833386603832882	-0.4075638977296815	2.3142323871455814	3.2186662654774927	0.28132528079729296	0.22505510593347305	0.4794788287741234	1.174059714849019	0.5435229115937905	2.388321291337376	2.119249796572452	1.3500156509849097	1.6166780527029299	-1.0021912094923746	1.293329628810297	1.8144325608862242	1.8534124357965849	1.4765371367522946	3.356184819275918	3.1865526084224944	1.993629665088084	1.392090383342733	0.0
0.7615921119465076	-0.7893625862927057	-1.4750515318944422	0.8055632825250245	1.2559369462433614	0.9897178331489808	1.0900651842047098	0.46300096265179025	-0.7452200235659971	1.8739075298326184	1.4035857751691114	0.5785428077057789	0.25282769219286866	0.8102228429778909	0.11512438781442239	0.8252466804826128	2.0366608135014546	2.766750582363784	2.908689547788377	1.2551769353332647	0.11425250115613621	1.7401743767020772	1.1167921305755228	3.194718240103352	1.5902020411780016	1.2855033678205117	1.4047838394073153	0.6493499066071515	0.074807246270662	0.0
0.34812852776517006	-1.0714876816732617	-0.0874940254784885	0.16439660874153564	0.9169508177658607	-0.31004596388439176	1.258156243616145	-0.32936757036622394	-0.26208469899799836	0.45501816442915094	0.5854357166619073	0.9905739720357968	0.51965796793236	1.40744487233773	-0.3822693674834087	0.8281523968913947	1.0273366095609597	2.1350149031689702	2.698041519315612	0.3320480141616715	0.857380320377259	0.8785497175488624	0.39797363112012407	2.593841218419021	1.070926166501184	-0.467823631539131	0.07447416323248189	-0.2942332410035809	-0.9765207277663235	0.0
0.18465772760543733	-0.03180070122276382	1.2240759766673022	-0.5306382851445441	0.5064892874371973	-0.4484951073258462	0.861374712733981	-0.3067876864087321	0.6842511291770681	-0.9038114234940221	0.9637880124077388	0.9658296881612883	1.0762362513222143	1.6910490737445338	0.36026946236037527	0.26462570843804534	-0.22543556946557655	0.6731804064644772	0.6085535185984368	0.023200428430194698	0.85768847172401	-0.9058507623965618	0.20393629762974883	0.33738185561794254	0.6341957818475671	-0.3983161458858977	0.42628453833846364	-0.03549490830218424	-0.898986324726306	0.0
0.1619384924971006	1.2819229308682287	1.7434886445483904	-1.0444999267087827	-0.21331008929027084	-0.3745280940787921	0.06044629870205006	0.2947064986255634	1.423669904819913	-1.372948104763381	0.8933623344637454	0.20393783191827852	1.4735959397029068	1.1360702974487003	1.532604815305021	-0.598363840250878	-1.2923139608052632	-0.559500351693714	-1.6734357411879834	0.7662366797258107	0.48804849950058093	-2.2858324359499833	0.3333588714884808	-1.8924782732630976	0.9197830424859385	0.7060674464378668	1.3482761565368173	0.8744398517048525	-0.06776030389833605	0.0
-0.01252774624948248	1.6762479762858233	1.483512627741353	-1.258904252841557	-1.1941993936274182	-1.3127534400551337	-0.6717058045502036	0.7586019319746983	1.6761011392570364	-1.1526039932228767	-0.8638961639080662	-0.9466287449087378	1.1718487964365767	-0.020747339036785255	1.832603016278993	-1.156691092079914	-1.9341104880243014	-1.0767650772662212	-2.42744073934974	1.5615118456164767	0.33772388648547524	-2.359263569351762	0.2095591531535497	-2.7552620335426625	1.6962202159778226	1.138553451003517	1.0170029162295662	1.2376991411610512	0.46234120884905194	0.0
-0.39397334385313815	1.0269065815117533	0.9714351608872231	-1.1373032639015956	-1.9753677778797976	-3.072846808504236	-0.9967854767864042	0.6471025906351181	1.6690743571228768	-1.0593775874888445	-3.4560157956750897	-1.7188934645572962	0.19625905951931533	-0.8748662443925478	0.9472027462989359	-1.056834392683826	-2.050876226123933	-1.287923985296705	-1.5797908756529788	1.0724782291267922	0.5943784724236522	-1.4139966382289508	-0.3020517639858398	-2.3991932599922636	2.04519900231523	0.3747721103690919	-0.7325710966101577	0.5207064618129703	0.17864373449225418	0.0
-0.7012447750815455	0.19700092291421845	0.6281560738385137	-0.7233242429719491	-2.0366534251191397	-3.9879023067232873	-0.909307969296212	0.015413847980212168	1.6229538329129505	-1.508784379964511	-4.841747408813847	-1.5821200491290095	-0.7316864210589097	-0.7561989450122879	-0.24037834174169465	-0.4831366154958172	-1.5826510993759078	-1.6353914108670626	-0.4697633284280142	-0.7057861780559922	0.9502636868736696	-0.40193428931170194	-0.7217388744300375	-1.946952514997166	1.3937009082084408	-0.6505010934303637	-2.2765586055998637	-0.6931353205768596	-0.4054855636350531	0.0
